1 0 ['seti', 123, 0, 4] [15823996, 0, 0, 0, 0, 0]
659 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 91]
660 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 92]
661 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 92]
662 19 ['muli', 2, 256, 2] [15823996, 18, 93, 65536, 14559001, 92]
663 20 ['gtrr', 2, 3, 2] [15823996, 19, 23808, 65536, 14559001, 92]
664 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 92]
665 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 92]
666 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 92]
667 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 93]
668 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 93]
669 19 ['muli', 2, 256, 2] [15823996, 18, 94, 65536, 14559001, 93]
670 20 ['gtrr', 2, 3, 2] [15823996, 19, 24064, 65536, 14559001, 93]
671 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 93]
672 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 93]
673 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 93]
674 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 94]
675 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 94]
676 19 ['muli', 2, 256, 2] [15823996, 18, 95, 65536, 14559001, 94]
677 20 ['gtrr', 2, 3, 2] [15823996, 19, 24320, 65536, 14559001, 94]
678 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 94]
679 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 94]
680 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 94]
681 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 95]
682 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 95]
683 19 ['muli', 2, 256, 2] [15823996, 18, 96, 65536, 14559001, 95]
684 20 ['gtrr', 2, 3, 2] [15823996, 19, 24576, 65536, 14559001, 95]
685 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 95]
686 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 95]
687 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 95]
688 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 96]
689 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 96]
690 19 ['muli', 2, 256, 2] [15823996, 18, 97, 65536, 14559001, 96]
691 20 ['gtrr', 2, 3, 2] [15823996, 19, 24832, 65536, 14559001, 96]
692 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 96]
693 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 96]
694 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 96]
695 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 97]
696 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 97]
697 19 ['muli', 2, 256, 2] [15823996, 18, 98, 65536, 14559001, 97]
698 20 ['gtrr', 2, 3, 2] [15823996, 19, 25088, 65536, 14559001, 97]
699 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 97]
700 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 97]
701 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 97]
702 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 98]
703 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 98]
704 19 ['muli', 2, 256, 2] [15823996, 18, 99, 65536, 14559001, 98]
705 20 ['gtrr', 2, 3, 2] [15823996, 19, 25344, 65536, 14559001, 98]
706 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 98]
707 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 98]
708 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 98]
709 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 99]
710 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 99]
711 19 ['muli', 2, 256, 2] [15823996, 18, 100, 65536, 14559001, 99]
712 20 ['gtrr', 2, 3, 2] [15823996, 19, 25600, 65536, 14559001, 99]
713 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 99]
714 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 99]
715 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 99]
716 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 100]
717 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 100]
718 19 ['muli', 2, 256, 2] [15823996, 18, 101, 65536, 14559001, 100]
719 20 ['gtrr', 2, 3, 2] [15823996, 19, 25856, 65536, 14559001, 100]
720 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 100]
721 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 100]
722 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 100]
723 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 101]
724 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 101]
725 19 ['muli', 2, 256, 2] [15823996, 18, 102, 65536, 14559001, 101]
726 20 ['gtrr', 2, 3, 2] [15823996, 19, 26112, 65536, 14559001, 101]
727 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 101]
728 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 101]
729 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 101]
730 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 102]
731 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 102]
732 19 ['muli', 2, 256, 2] [15823996, 18, 103, 65536, 14559001, 102]
733 20 ['gtrr', 2, 3, 2] [15823996, 19, 26368, 65536, 14559001, 102]
734 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 102]
735 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 102]
736 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 102]
737 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 103]
738 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 103]
739 19 ['muli', 2, 256, 2] [15823996, 18, 104, 65536, 14559001, 103]
740 20 ['gtrr', 2, 3, 2] [15823996, 19, 26624, 65536, 14559001, 103]
741 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 103]
742 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 103]
743 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 103]
744 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 104]
745 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 104]
746 19 ['muli', 2, 256, 2] [15823996, 18, 105, 65536, 14559001, 104]
747 20 ['gtrr', 2, 3, 2] [15823996, 19, 26880, 65536, 14559001, 104]
748 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 104]
749 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 104]
750 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 104]
751 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 105]
752 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 105]
753 19 ['muli', 2, 256, 2] [15823996, 18, 106, 65536, 14559001, 105]
754 20 ['gtrr', 2, 3, 2] [15823996, 19, 27136, 65536, 14559001, 105]
755 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 105]
756 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 105]
757 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 105]
758 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 106]
759 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 106]
760 19 ['muli', 2, 256, 2] [15823996, 18, 107, 65536, 14559001, 106]
761 20 ['gtrr', 2, 3, 2] [15823996, 19, 27392, 65536, 14559001, 106]
762 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 106]
763 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 106]
764 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 106]
765 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 107]
766 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 107]
767 19 ['muli', 2, 256, 2] [15823996, 18, 108, 65536, 14559001, 107]
768 20 ['gtrr', 2, 3, 2] [15823996, 19, 27648, 65536, 14559001, 107]
769 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 107]
770 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 107]
771 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 107]
772 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 108]
773 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 108]
774 19 ['muli', 2, 256, 2] [15823996, 18, 109, 65536, 14559001, 108]
775 20 ['gtrr', 2, 3, 2] [15823996, 19, 27904, 65536, 14559001, 108]
776 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 108]
777 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 108]
778 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 108]
779 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 109]
780 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 109]
781 19 ['muli', 2, 256, 2] [15823996, 18, 110, 65536, 14559001, 109]
782 20 ['gtrr', 2, 3, 2] [15823996, 19, 28160, 65536, 14559001, 109]
783 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 109]
784 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 109]
785 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 109]
786 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 110]
787 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 110]
788 19 ['muli', 2, 256, 2] [15823996, 18, 111, 65536, 14559001, 110]
789 20 ['gtrr', 2, 3, 2] [15823996, 19, 28416, 65536, 14559001, 110]
790 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 110]
791 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 110]
792 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 110]
793 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 111]
794 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 111]
795 19 ['muli', 2, 256, 2] [15823996, 18, 112, 65536, 14559001, 111]
796 20 ['gtrr', 2, 3, 2] [15823996, 19, 28672, 65536, 14559001, 111]
797 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 111]
798 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 111]
799 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 111]
800 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 112]
801 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 112]
802 19 ['muli', 2, 256, 2] [15823996, 18, 113, 65536, 14559001, 112]
803 20 ['gtrr', 2, 3, 2] [15823996, 19, 28928, 65536, 14559001, 112]
804 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 112]
805 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 112]
806 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 112]
807 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 113]
808 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 113]
809 19 ['muli', 2, 256, 2] [15823996, 18, 114, 65536, 14559001, 113]
810 20 ['gtrr', 2, 3, 2] [15823996, 19, 29184, 65536, 14559001, 113]
811 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 113]
812 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 113]
813 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 113]
814 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 114]
815 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 114]
816 19 ['muli', 2, 256, 2] [15823996, 18, 115, 65536, 14559001, 114]
817 20 ['gtrr', 2, 3, 2] [15823996, 19, 29440, 65536, 14559001, 114]
818 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 114]
819 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 114]
820 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 114]
821 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 115]
822 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 115]
823 19 ['muli', 2, 256, 2] [15823996, 18, 116, 65536, 14559001, 115]
824 20 ['gtrr', 2, 3, 2] [15823996, 19, 29696, 65536, 14559001, 115]
825 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 115]
826 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 115]
827 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 115]
828 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 116]
829 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 116]
830 19 ['muli', 2, 256, 2] [15823996, 18, 117, 65536, 14559001, 116]
831 20 ['gtrr', 2, 3, 2] [15823996, 19, 29952, 65536, 14559001, 116]
832 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 116]
833 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 116]
834 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 116]
835 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 117]
836 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 117]
837 19 ['muli', 2, 256, 2] [15823996, 18, 118, 65536, 14559001, 117]
838 20 ['gtrr', 2, 3, 2] [15823996, 19, 30208, 65536, 14559001, 117]
839 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 117]
840 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 117]
841 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 117]
842 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 118]
843 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 118]
844 19 ['muli', 2, 256, 2] [15823996, 18, 119, 65536, 14559001, 118]
845 20 ['gtrr', 2, 3, 2] [15823996, 19, 30464, 65536, 14559001, 118]
846 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 118]
847 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 118]
848 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 118]
849 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 119]
850 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 119]
851 19 ['muli', 2, 256, 2] [15823996, 18, 120, 65536, 14559001, 119]
852 20 ['gtrr', 2, 3, 2] [15823996, 19, 30720, 65536, 14559001, 119]
853 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 119]
854 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 119]
855 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 119]
856 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 120]
857 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 120]
858 19 ['muli', 2, 256, 2] [15823996, 18, 121, 65536, 14559001, 120]
859 20 ['gtrr', 2, 3, 2] [15823996, 19, 30976, 65536, 14559001, 120]
860 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 120]
861 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 120]
862 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 120]
863 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 121]
864 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 121]
865 19 ['muli', 2, 256, 2] [15823996, 18, 122, 65536, 14559001, 121]
866 20 ['gtrr', 2, 3, 2] [15823996, 19, 31232, 65536, 14559001, 121]
867 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 121]
868 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 121]
869 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 121]
870 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 122]
871 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 122]
872 19 ['muli', 2, 256, 2] [15823996, 18, 123, 65536, 14559001, 122]
873 20 ['gtrr', 2, 3, 2] [15823996, 19, 31488, 65536, 14559001, 122]
874 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 122]
875 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 122]
876 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 122]
877 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 123]
878 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 123]
879 19 ['muli', 2, 256, 2] [15823996, 18, 124, 65536, 14559001, 123]
880 20 ['gtrr', 2, 3, 2] [15823996, 19, 31744, 65536, 14559001, 123]
881 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 123]
882 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 123]
883 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 123]
884 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 124]
885 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 124]
886 19 ['muli', 2, 256, 2] [15823996, 18, 125, 65536, 14559001, 124]
887 20 ['gtrr', 2, 3, 2] [15823996, 19, 32000, 65536, 14559001, 124]
888 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 124]
889 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 124]
890 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 124]
891 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 125]
892 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 125]
893 19 ['muli', 2, 256, 2] [15823996, 18, 126, 65536, 14559001, 125]
894 20 ['gtrr', 2, 3, 2] [15823996, 19, 32256, 65536, 14559001, 125]
895 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 125]
896 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 125]
897 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 125]
898 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 126]
899 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 126]
900 19 ['muli', 2, 256, 2] [15823996, 18, 127, 65536, 14559001, 126]
901 20 ['gtrr', 2, 3, 2] [15823996, 19, 32512, 65536, 14559001, 126]
902 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 126]
903 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 126]
904 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 126]
905 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 127]
906 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 127]
907 19 ['muli', 2, 256, 2] [15823996, 18, 128, 65536, 14559001, 127]
908 20 ['gtrr', 2, 3, 2] [15823996, 19, 32768, 65536, 14559001, 127]
909 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 127]
910 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 127]
911 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 127]
912 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 128]
913 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 128]
914 19 ['muli', 2, 256, 2] [15823996, 18, 129, 65536, 14559001, 128]
915 20 ['gtrr', 2, 3, 2] [15823996, 19, 33024, 65536, 14559001, 128]
916 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 128]
917 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 128]
918 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 128]
919 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 129]
920 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 129]
921 19 ['muli', 2, 256, 2] [15823996, 18, 130, 65536, 14559001, 129]
922 20 ['gtrr', 2, 3, 2] [15823996, 19, 33280, 65536, 14559001, 129]
923 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 129]
924 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 129]
925 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 129]
926 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 130]
927 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 130]
928 19 ['muli', 2, 256, 2] [15823996, 18, 131, 65536, 14559001, 130]
929 20 ['gtrr', 2, 3, 2] [15823996, 19, 33536, 65536, 14559001, 130]
930 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 130]
931 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 130]
932 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 130]
933 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 131]
934 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 131]
935 19 ['muli', 2, 256, 2] [15823996, 18, 132, 65536, 14559001, 131]
936 20 ['gtrr', 2, 3, 2] [15823996, 19, 33792, 65536, 14559001, 131]
937 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 131]
938 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 131]
939 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 131]
940 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 132]
941 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 132]
942 19 ['muli', 2, 256, 2] [15823996, 18, 133, 65536, 14559001, 132]
943 20 ['gtrr', 2, 3, 2] [15823996, 19, 34048, 65536, 14559001, 132]
944 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 132]
945 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 132]
946 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 132]
947 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 133]
948 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 133]
949 19 ['muli', 2, 256, 2] [15823996, 18, 134, 65536, 14559001, 133]
950 20 ['gtrr', 2, 3, 2] [15823996, 19, 34304, 65536, 14559001, 133]
951 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 133]
952 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 133]
953 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 133]
954 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 134]
955 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 134]
956 19 ['muli', 2, 256, 2] [15823996, 18, 135, 65536, 14559001, 134]
957 20 ['gtrr', 2, 3, 2] [15823996, 19, 34560, 65536, 14559001, 134]
958 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 134]
959 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 134]
960 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 134]
961 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 135]
962 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 135]
963 19 ['muli', 2, 256, 2] [15823996, 18, 136, 65536, 14559001, 135]
964 20 ['gtrr', 2, 3, 2] [15823996, 19, 34816, 65536, 14559001, 135]
965 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 135]
966 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 135]
967 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 135]
968 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 136]
969 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 136]
970 19 ['muli', 2, 256, 2] [15823996, 18, 137, 65536, 14559001, 136]
971 20 ['gtrr', 2, 3, 2] [15823996, 19, 35072, 65536, 14559001, 136]
972 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 136]
973 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 136]
974 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 136]
975 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 137]
976 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 137]
977 19 ['muli', 2, 256, 2] [15823996, 18, 138, 65536, 14559001, 137]
978 20 ['gtrr', 2, 3, 2] [15823996, 19, 35328, 65536, 14559001, 137]
979 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 137]
980 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 137]
981 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 137]
982 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 138]
983 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 138]
984 19 ['muli', 2, 256, 2] [15823996, 18, 139, 65536, 14559001, 138]
985 20 ['gtrr', 2, 3, 2] [15823996, 19, 35584, 65536, 14559001, 138]
986 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 138]
987 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 138]
